Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Human gene stable ID	Human gene name	Human orthology confidence [0 low, 1 high]
ENSMPUG00000014014	ENSMPUG00000014014.1	ENSMPUT00000014129	ENSMPUT00000014129.1			
ENSMPUG00000014015	ENSMPUG00000014015.1	ENSMPUT00000014130	ENSMPUT00000014130.1	ENSG00000149503	INCENP	1
ENSMPUG00000014016	ENSMPUG00000014016.1	ENSMPUT00000014131	ENSMPUT00000014131.1	ENSG00000184924	PTRHD1	1
ENSMPUG00000014017	ENSMPUG00000014017.1	ENSMPUT00000014132	ENSMPUT00000014132.1			
ENSMPUG00000014018	ENSMPUG00000014018.1	ENSMPUT00000014133	ENSMPUT00000014133.1			
ENSMPUG00000014019	ENSMPUG00000014019.1	ENSMPUT00000014134	ENSMPUT00000014134.1	ENSG00000108255	CRYBA1	1
ENSMPUG00000014020	ENSMPUG00000014020.1	ENSMPUT00000014135	ENSMPUT00000014135.1	ENSG00000112130	RNF8	1
ENSMPUG00000014021	ENSMPUG00000014021.1	ENSMPUT00000014136	ENSMPUT00000014136.1	ENSG00000138092	CENPO	1
ENSMPUG00000014022	ENSMPUG00000014022.1	ENSMPUT00000014137	ENSMPUT00000014137.1	ENSG00000128714	HOXD13	1
ENSMPUG00000014023	ENSMPUG00000014023.1	ENSMPUT00000014138	ENSMPUT00000014138.1	ENSG00000171243	SOSTDC1	1
ENSMPUG00000014024	ENSMPUG00000014024.1	ENSMPUT00000014139	ENSMPUT00000014139.1	ENSG00000180901	KCTD2	1
ENSMPUG00000014025	ENSMPUG00000014025.1	ENSMPUT00000014140	ENSMPUT00000014140.1	ENSG00000170178	HOXD12	1
ENSMPUG00000014026	ENSMPUG00000014026.1	ENSMPUT00000014141	ENSMPUT00000014141.1	ENSG00000138031	ADCY3	1
ENSMPUG00000014027	ENSMPUG00000014027.1	ENSMPUT00000014142	ENSMPUT00000014142.1	ENSG00000162571	TTLL10	1
ENSMPUG00000014028	ENSMPUG00000014028.1	ENSMPUT00000014143	ENSMPUT00000014143.1	ENSG00000214960	CRPPA	1
ENSMPUG00000014029	ENSMPUG00000014029.1	ENSMPUT00000014144	ENSMPUT00000014144.1	ENSG00000128713	HOXD11	1
ENSMPUG00000014030	ENSMPUG00000014030.1	ENSMPUT00000014145	ENSMPUT00000014145.1	ENSG00000167996	FTH1	1
ENSMPUG00000014031	ENSMPUG00000014031.1	ENSMPUT00000014146	ENSMPUT00000014146.1	ENSG00000106511	MEOX2	1
ENSMPUG00000014032	ENSMPUG00000014032.1	ENSMPUT00000014147	ENSMPUT00000014147.1	ENSG00000115137	DNAJC27	1
ENSMPUG00000014033	ENSMPUG00000014033.1	ENSMPUT00000014148	ENSMPUT00000014148.1			
ENSMPUG00000014034	ENSMPUG00000014034.1	ENSMPUT00000014149	ENSMPUT00000014149.1	ENSG00000187546	AGMO	1
ENSMPUG00000014035	ENSMPUG00000014035.1	ENSMPUT00000014150	ENSMPUT00000014150.1	ENSG00000084710	EFR3B	1
ENSMPUG00000014036	ENSMPUG00000014036.1	ENSMPUT00000014151	ENSMPUT00000014151.1	ENSG00000127125	PPCS	1
ENSMPUG00000014037	ENSMPUG00000014037.1	ENSMPUT00000014152	ENSMPUT00000014152.1	ENSG00000136267	DGKB	1
ENSMPUG00000014038	ENSMPUG00000014038.1	ENSMPUT00000014153	ENSMPUT00000014153.1	ENSG00000066185	ZMYND12	1
ENSMPUG00000014039	ENSMPUG00000014039.1	ENSMPUT00000014154	ENSMPUT00000014154.1			
ENSMPUG00000014040	ENSMPUG00000014040.1	ENSMPUT00000014155	ENSMPUT00000014155.1	ENSG00000177181	RIMKLA	1
ENSMPUG00000014041	ENSMPUG00000014041.1	ENSMPUT00000014156	ENSMPUT00000014156.1	ENSG00000115138	POMC	1
ENSMPUG00000014042	ENSMPUG00000014042.1	ENSMPUT00000014157	ENSMPUT00000014157.1	ENSG00000106689	LHX2	1
ENSMPUG00000014043	ENSMPUG00000014043.1	ENSMPUT00000014158	ENSMPUT00000014158.1	ENSG00000006468	ETV1	1
ENSMPUG00000014044	ENSMPUG00000014044.1	ENSMPUT00000014159	ENSMPUT00000014159.1	ENSG00000119772	DNMT3A	1
ENSMPUG00000014045	ENSMPUG00000014045.1	ENSMPUT00000014160	ENSMPUT00000014160.1	ENSG00000198815	FOXJ3	1
ENSMPUG00000014046	ENSMPUG00000014046.1	ENSMPUT00000014161	ENSMPUT00000014161.1	ENSG00000101997	CCDC22	1
ENSMPUG00000014047	ENSMPUG00000014047.1	ENSMPUT00000014162	ENSMPUT00000014162.1	ENSG00000119522	DENND1A	1
ENSMPUG00000014048	ENSMPUG00000014048.1	ENSMPUT00000014163	ENSMPUT00000014163.1	ENSG00000167863	ATP5PD	1
ENSMPUG00000014049	ENSMPUG00000014049.1	ENSMPUT00000014164	ENSMPUT00000014164.1	ENSG00000128710	HOXD10	1
ENSMPUG00000014050	ENSMPUG00000014050.1	ENSMPUT00000014165	ENSMPUT00000014165.1	ENSG00000065491	TBC1D22B	1
ENSMPUG00000014051	ENSMPUG00000014051.1	ENSMPUT00000014166	ENSMPUT00000014166.1	ENSG00000006747	SCIN	1
ENSMPUG00000014052	ENSMPUG00000014052.1	ENSMPUT00000014167	ENSMPUT00000014167.1	ENSG00000197273	GUCA2A	1
ENSMPUG00000014053	ENSMPUG00000014053.1	ENSMPUT00000014168	ENSMPUT00000014168.1	ENSG00000128709	HOXD9	1
ENSMPUG00000014054	ENSMPUG00000014054.1	ENSMPUT00000014169	ENSMPUT00000014169.1	ENSG00000049768	FOXP3	1
ENSMPUG00000014055	ENSMPUG00000014055.1	ENSMPUT00000014170	ENSMPUT00000014170.1	ENSG00000044012	GUCA2B	1
ENSMPUG00000014056	ENSMPUG00000014056.1	ENSMPUT00000014171	ENSMPUT00000014171.1	ENSG00000186891	TNFRSF18	1
ENSMPUG00000014057	ENSMPUG00000014057.1	ENSMPUT00000014172	ENSMPUT00000014172.1			
ENSMPUG00000014058	ENSMPUG00000014058.1	ENSMPUT00000014173	ENSMPUT00000014173.1			
ENSMPUG00000014059	ENSMPUG00000014059.1	ENSMPUT00000014174	ENSMPUT00000014174.1	ENSG00000148204	CRB2	1
ENSMPUG00000014060	ENSMPUG00000014060.1	ENSMPUT00000014175	ENSMPUT00000014175.1	ENSG00000175879	HOXD8	0
ENSMPUG00000014061	ENSMPUG00000014061.1	ENSMPUT00000014176	ENSMPUT00000014176.1	ENSG00000146530	VWDE	1
ENSMPUG00000014062	ENSMPUG00000014062.1	ENSMPUT00000014177	ENSMPUT00000014177.1			
ENSMPUG00000014063	ENSMPUG00000014063.1	ENSMPUT00000014178	ENSMPUT00000014178.1	ENSG00000049769	PPP1R3F	1
ENSMPUG00000014064	ENSMPUG00000014064.1	ENSMPUT00000014179	ENSMPUT00000014179.1	ENSG00000186827	TNFRSF4	1
ENSMPUG00000014065	ENSMPUG00000014065.1	ENSMPUT00000014180	ENSMPUT00000014180.1	ENSG00000091664	SLC17A6	1
ENSMPUG00000014066	ENSMPUG00000014066.1	ENSMPUT00000014181	ENSMPUT00000014181.1	ENSG00000127124	HIVEP3	1
ENSMPUG00000014067	ENSMPUG00000014067.1	ENSMPUT00000014182	ENSMPUT00000014182.1			
ENSMPUG00000014068	ENSMPUG00000014068.1	ENSMPUT00000014183	ENSMPUT00000014183.1	ENSG00000167995	BEST1	1
ENSMPUG00000014069	ENSMPUG00000014069.1	ENSMPUT00000014184	ENSMPUT00000014184.1			
ENSMPUG00000014070	ENSMPUG00000014070.1	ENSMPUT00000014185	ENSMPUT00000014185.1	ENSG00000170166	HOXD4	1
ENSMPUG00000014071	ENSMPUG00000014071.1	ENSMPUT00000014186	ENSMPUT00000014186.1			
ENSMPUG00000014072	ENSMPUG00000014072.1	ENSMPUT00000014187	ENSMPUT00000014187.1	ENSG00000128652	HOXD3	1
ENSMPUG00000014073	ENSMPUG00000014073.1	ENSMPUT00000014188	ENSMPUT00000014188.1	ENSG00000101951	PAGE4	0
ENSMPUG00000014074	ENSMPUG00000014074.1	ENSMPUT00000014189	ENSMPUT00000014189.1	ENSG00000148935	GAS2	1
ENSMPUG00000014075	ENSMPUG00000014075.1	ENSMPUT00000014190	ENSMPUT00000014190.1	ENSG00000167994	RAB3IL1	1
ENSMPUG00000014076	ENSMPUG00000014076.1	ENSMPUT00000014191	ENSMPUT00000014191.1	ENSG00000127129	EDN2	1
ENSMPUG00000014077	ENSMPUG00000014077.1	ENSMPUT00000014192	ENSMPUT00000014192.1	ENSG00000143970	ASXL2	1
ENSMPUG00000014078	ENSMPUG00000014078.1	ENSMPUT00000014193	ENSMPUT00000014193.1	ENSG00000273820	USP27X	1
ENSMPUG00000014079	ENSMPUG00000014079.1	ENSMPUT00000014194	ENSMPUT00000014194.1	ENSG00000106460	TMEM106B	1
ENSMPUG00000014080	ENSMPUG00000014080.1	ENSMPUT00000014195	ENSMPUT00000014195.1			
ENSMPUG00000014081	ENSMPUG00000014081.1	ENSMPUT00000014196	ENSMPUT00000014196.1	ENSG00000198168	SVIP	1
ENSMPUG00000014082	ENSMPUG00000014082.1	ENSMPUT00000014197	ENSMPUT00000014197.1	ENSG00000204060	FOXO6	1
ENSMPUG00000014083	ENSMPUG00000014083.1	ENSMPUT00000014198	ENSMPUT00000014198.1			
ENSMPUG00000014084	ENSMPUG00000014084.1	ENSMPUT00000014199	ENSMPUT00000014199.1	ENSG00000128645	HOXD1	1
ENSMPUG00000014085	ENSMPUG00000014085.1	ENSMPUT00000014200	ENSMPUT00000014200.1	ENSG00000010803	SCMH1	1
ENSMPUG00000014086	ENSMPUG00000014086.1	ENSMPUT00000014201	ENSMPUT00000014201.1	ENSG00000167862	MRPL58	1
ENSMPUG00000014087	ENSMPUG00000014087.1	ENSMPUT00000014202	ENSMPUT00000014202.1	ENSG00000084731	KIF3C	1
ENSMPUG00000014088	ENSMPUG00000014088.1	ENSMPUT00000014203	ENSMPUT00000014203.1	ENSG00000122958	VPS26A	0
ENSMPUG00000014089	ENSMPUG00000014089.1	ENSMPUT00000014204	ENSMPUT00000014204.1	ENSG00000171365	CLCN5	1
ENSMPUG00000014090	ENSMPUG00000014090.1	ENSMPUT00000014205	ENSMPUT00000014205.1			
ENSMPUG00000014091	ENSMPUG00000014091.1	ENSMPUT00000014206	ENSMPUT00000014206.1	ENSG00000171790	SLFNL1	1
ENSMPUG00000014092	ENSMPUG00000014092.1	ENSMPUT00000014207	ENSMPUT00000014207.1	ENSG00000147081	AKAP4	1
ENSMPUG00000014093	ENSMPUG00000014093.1	ENSMPUT00000014208	ENSMPUT00000014208.1	ENSG00000147082	CCNB3	1
ENSMPUG00000014094	ENSMPUG00000014094.1	ENSMPUT00000014209	ENSMPUT00000014209.1	ENSG00000128654	MTX2	1
ENSMPUG00000014095	ENSMPUG00000014095.1	ENSMPUT00000014210	ENSMPUT00000014210.1	ENSG00000196535	MYO18A	1
ENSMPUG00000014096	ENSMPUG00000014096.1	ENSMPUT00000014211	ENSMPUT00000014211.1	ENSG00000109089	CDR2L	1
ENSMPUG00000014097	ENSMPUG00000014097.1	ENSMPUT00000014212	ENSMPUT00000014212.1	ENSG00000078808	SDF4	1
ENSMPUG00000014098	ENSMPUG00000014098.1	ENSMPUT00000014213	ENSMPUT00000014213.1	ENSG00000171793	CTPS1	1
ENSMPUG00000014099	ENSMPUG00000014099.1	ENSMPUT00000014214	ENSMPUT00000014214.1	ENSG00000274588	DGKK	1
ENSMPUG00000014100	ENSMPUG00000014100.1	ENSMPUT00000014215	ENSMPUT00000014215.1	ENSG00000167861	HID1	1
ENSMPUG00000014101	ENSMPUG00000014101.1	ENSMPUT00000014216	ENSMPUT00000014216.1			
ENSMPUG00000014102	ENSMPUG00000014102.1	ENSMPUT00000014217	ENSMPUT00000014217.1	ENSG00000221968	FADS3	1
ENSMPUG00000014103	ENSMPUG00000014103.1	ENSMPUT00000014218	ENSMPUT00000014218.1			
ENSMPUG00000014104	ENSMPUG00000014104.1	ENSMPUT00000014219	ENSMPUT00000014219.1			
ENSMPUG00000014105	ENSMPUG00000014105.1	ENSMPUT00000014220	ENSMPUT00000014220.1	ENSG00000117013	KCNQ4	1
ENSMPUG00000014106	ENSMPUG00000014106.1	ENSMPUT00000014221	ENSMPUT00000014221.1	ENSG00000182938	OTOP3	1
ENSMPUG00000014107	ENSMPUG00000014107.1	ENSMPUT00000014222	ENSMPUT00000014222.1	ENSG00000162736	NCSTN	1
ENSMPUG00000014108	ENSMPUG00000014108.1	ENSMPUT00000014223	ENSMPUT00000014223.1	ENSG00000134824	FADS2	1
ENSMPUG00000014109	ENSMPUG00000014109.1	ENSMPUT00000014224	ENSMPUT00000014224.1	ENSG00000179761	PIPOX	1
ENSMPUG00000014110	ENSMPUG00000014110.1	ENSMPUT00000014225	ENSMPUT00000014225.1	ENSG00000183034	OTOP2	0
ENSMPUG00000014111	ENSMPUG00000014111.1	ENSMPUT00000014226	ENSMPUT00000014226.1	ENSG00000066136	NFYC	1
ENSMPUG00000014112	ENSMPUG00000014112.1	ENSMPUT00000014227	ENSMPUT00000014227.1	ENSG00000149485	FADS1	1
ENSMPUG00000014113	ENSMPUG00000014113.1	ENSMPUT00000014228	ENSMPUT00000014228.1	ENSG00000155850	SLC26A2	1
ENSMPUG00000014114	ENSMPUG00000014114.1	ENSMPUT00000014229	ENSMPUT00000014229.1	ENSG00000183034	OTOP2	0
ENSMPUG00000014115	ENSMPUG00000014115.1	ENSMPUT00000014230	ENSMPUT00000014230.1	ENSG00000162738	VANGL2	1
ENSMPUG00000014116	ENSMPUG00000014116.1	ENSMPUT00000014231	ENSMPUT00000014231.1			
ENSMPUG00000014117	ENSMPUG00000014117.1	ENSMPUT00000014232	ENSMPUT00000014232.1	ENSG00000172046	USP19	1
ENSMPUG00000014118	ENSMPUG00000014118.1	ENSMPUT00000014233	ENSMPUT00000014233.1	ENSG00000063015	SEZ6	1
ENSMPUG00000014119	ENSMPUG00000014119.1	ENSMPUT00000014234	ENSMPUT00000014234.1	ENSG00000165209	STRBP	1
ENSMPUG00000014120	ENSMPUG00000014120.1	ENSMPUT00000014235	ENSMPUT00000014235.1	ENSG00000182040	USH1G	1
ENSMPUG00000014121	ENSMPUG00000014121.1	ENSMPUT00000014236	ENSMPUT00000014236.1	ENSG00000117016	RIMS3	1
ENSMPUG00000014122	ENSMPUG00000014122.1	ENSMPUT00000014237	ENSMPUT00000014237.1	ENSG00000132915	PDE6A	1
ENSMPUG00000014123	ENSMPUG00000014123.1	ENSMPUT00000014238	ENSMPUT00000014238.1	ENSG00000137193	PIM1	1
ENSMPUG00000014124	ENSMPUG00000014124.1	ENSMPUT00000014239	ENSMPUT00000014239.1	ENSG00000162739	SLAMF6	0
ENSMPUG00000014125	ENSMPUG00000014125.1	ENSMPUT00000014240	ENSMPUT00000014240.1	ENSG00000172782	FADS6	1
ENSMPUG00000014126	ENSMPUG00000014126.1	ENSMPUT00000014241	ENSMPUT00000014241.1	ENSG00000124920	MYRF	1
ENSMPUG00000014127	ENSMPUG00000014127.1	ENSMPUT00000014242	ENSMPUT00000014242.1	ENSG00000164002	EXO5	1
ENSMPUG00000014128	ENSMPUG00000014128.1	ENSMPUT00000014243	ENSMPUT00000014243.1	ENSG00000109118	PHF12	1
ENSMPUG00000014129	ENSMPUG00000014129.1	ENSMPUT00000014244	ENSMPUT00000014244.1	ENSG00000011454	RABGAP1	1
ENSMPUG00000014130	ENSMPUG00000014130.1	ENSMPUT00000014245	ENSMPUT00000014245.1	ENSG00000005108	THSD7A	1
ENSMPUG00000014131	ENSMPUG00000014131.1	ENSMPUT00000014246	ENSMPUT00000014246.1	ENSG00000161513	FDXR	1
ENSMPUG00000014132	ENSMPUG00000014132.1	ENSMPUT00000014247	ENSMPUT00000014247.1	ENSG00000146192	FGD2	1
ENSMPUG00000014133	ENSMPUG00000014133.1	ENSMPUT00000014248	ENSMPUT00000014248.1	ENSG00000184163	C1QTNF12	1
ENSMPUG00000014134	ENSMPUG00000014134.1	ENSMPUT00000014249	ENSMPUT00000014249.1	ENSG00000187815	ZFP69	1
ENSMPUG00000014135	ENSMPUG00000014135.1	ENSMPUT00000014250	ENSMPUT00000014250.1	ENSG00000160868	CYP3A4	0
ENSMPUG00000014135	ENSMPUG00000014135.1	ENSMPUT00000014251	ENSMPUT00000014251.1	ENSG00000160868	CYP3A4	0
ENSMPUG00000014135	ENSMPUG00000014135.1	ENSMPUT00000014250	ENSMPUT00000014250.1	ENSG00000160870	CYP3A7	0
ENSMPUG00000014135	ENSMPUG00000014135.1	ENSMPUT00000014251	ENSMPUT00000014251.1	ENSG00000160870	CYP3A7	0
ENSMPUG00000014135	ENSMPUG00000014135.1	ENSMPUT00000014250	ENSMPUT00000014250.1	ENSG00000021461	CYP3A43	0
ENSMPUG00000014135	ENSMPUG00000014135.1	ENSMPUT00000014251	ENSMPUT00000014251.1	ENSG00000021461	CYP3A43	0
ENSMPUG00000014135	ENSMPUG00000014135.1	ENSMPUT00000014250	ENSMPUT00000014250.1	ENSG00000106258	CYP3A5	0
ENSMPUG00000014135	ENSMPUG00000014135.1	ENSMPUT00000014251	ENSMPUT00000014251.1	ENSG00000106258	CYP3A5	0
ENSMPUG00000014136	ENSMPUG00000014136.1	ENSMPUT00000014252	ENSMPUT00000014252.1	ENSG00000132589	FLOT2	1
ENSMPUG00000014137	ENSMPUG00000014137.1	ENSMPUT00000014253	ENSMPUT00000014253.1	ENSG00000187801	ZFP69B	1
ENSMPUG00000014138	ENSMPUG00000014138.1	ENSMPUT00000014254	ENSMPUT00000014254.1	ENSG00000161509	GRIN2C	1
ENSMPUG00000014139	ENSMPUG00000014139.1	ENSMPUT00000014255	ENSMPUT00000014255.1	ENSG00000160087	UBE2J2	1
ENSMPUG00000014140	ENSMPUG00000014140.1	ENSMPUT00000014256	ENSMPUT00000014256.1	ENSG00000137409	MTCH1	1
ENSMPUG00000014141	ENSMPUG00000014141.1	ENSMPUT00000014257	ENSMPUT00000014257.1	ENSG00000056586	RC3H2	1
ENSMPUG00000014142	ENSMPUG00000014142.1	ENSMPUT00000014258	ENSMPUT00000014258.1	ENSG00000134780	DAGLA	1
ENSMPUG00000014143	ENSMPUG00000014143.1	ENSMPUT00000014259	ENSMPUT00000014259.1	ENSG00000084070	SMAP2	1
ENSMPUG00000014144	ENSMPUG00000014144.1	ENSMPUT00000014260	ENSMPUT00000014260.1	ENSG00000106443	PHF14	1
ENSMPUG00000014145	ENSMPUG00000014145.1	ENSMPUT00000014261	ENSMPUT00000014261.1	ENSG00000162572	SCNN1D	0
ENSMPUG00000014146	ENSMPUG00000014146.1	ENSMPUT00000014262	ENSMPUT00000014262.1	ENSG00000132591	ERAL1	1
ENSMPUG00000014147	ENSMPUG00000014147.1	ENSMPUT00000014263	ENSMPUT00000014263.1			
ENSMPUG00000014148	ENSMPUG00000014148.1	ENSMPUT00000014264	ENSMPUT00000014264.1	ENSG00000049089	COL9A2	1
ENSMPUG00000014149	ENSMPUG00000014149.1	ENSMPUT00000014265	ENSMPUT00000014265.1	ENSG00000136940	PDCL	1
ENSMPUG00000014150	ENSMPUG00000014150.1	ENSMPUT00000014266	ENSMPUT00000014266.1	ENSG00000011347	SYT7	1
ENSMPUG00000014151	ENSMPUG00000014151.1	ENSMPUT00000014267	ENSMPUT00000014267.1	ENSG00000173065	FAM222B	1
ENSMPUG00000014152	ENSMPUG00000014152.1	ENSMPUT00000014268	ENSMPUT00000014268.1	ENSG00000189043	NDUFA4	1
ENSMPUG00000014153	ENSMPUG00000014153.1	ENSMPUT00000014269	ENSMPUT00000014269.1	ENSG00000066294	CD84	1
ENSMPUG00000014154	ENSMPUG00000014154.1	ENSMPUT00000014270	ENSMPUT00000014270.1	ENSG00000076604	TRAF4	1
ENSMPUG00000014155	ENSMPUG00000014155.1	ENSMPUT00000014271	ENSMPUT00000014271.1	ENSG00000117090	SLAMF1	1
ENSMPUG00000014156	ENSMPUG00000014156.1	ENSMPUT00000014272	ENSMPUT00000014272.1	ENSG00000162148	SAXO4	1
ENSMPUG00000014157	ENSMPUG00000014157.1	ENSMPUT00000014273	ENSMPUT00000014273.1	ENSG00000160602	NEK8	1
ENSMPUG00000014158	ENSMPUG00000014158.1	ENSMPUT00000014274	ENSMPUT00000014274.1	ENSG00000117091	CD48	1
ENSMPUG00000014159	ENSMPUG00000014159.1	ENSMPUT00000014275	ENSMPUT00000014275.1	ENSG00000198663	C6orf89	1
ENSMPUG00000014160	ENSMPUG00000014160.1	ENSMPUT00000014276	ENSMPUT00000014276.1	ENSG00000167985	SDHAF2	1
ENSMPUG00000014161	ENSMPUG00000014161.1	ENSMPUT00000014277	ENSMPUT00000014277.1	ENSG00000026751	SLAMF7	1
ENSMPUG00000014162	ENSMPUG00000014162.1	ENSMPUT00000014278	ENSMPUT00000014278.1			
ENSMPUG00000014163	ENSMPUG00000014163.1	ENSMPUT00000014279	ENSMPUT00000014279.1	ENSG00000149532	CPSF7	1
ENSMPUG00000014164	ENSMPUG00000014164.1	ENSMPUT00000014280	ENSMPUT00000014280.1	ENSG00000160606	TLCD1	1
ENSMPUG00000014165	ENSMPUG00000014165.1	ENSMPUT00000014281	ENSMPUT00000014281.1	ENSG00000083290	ULK2	0
ENSMPUG00000014166	ENSMPUG00000014166.1	ENSMPUT00000014282	ENSMPUT00000014282.1	ENSG00000137168	PPIL1	1
ENSMPUG00000014167	ENSMPUG00000014167.1	ENSMPUT00000014283	ENSMPUT00000014283.1			
ENSMPUG00000014168	ENSMPUG00000014168.1	ENSMPUT00000014284	ENSMPUT00000014284.1	ENSG00000116044	NFE2L2	0
ENSMPUG00000014169	ENSMPUG00000014169.1	ENSMPUT00000014285	ENSMPUT00000014285.1	ENSG00000187049	TMEM216	1
ENSMPUG00000014170	ENSMPUG00000014170.1	ENSMPUT00000014286	ENSMPUT00000014286.1			
ENSMPUG00000014171	ENSMPUG00000014171.1	ENSMPUT00000014287	ENSMPUT00000014287.1	ENSG00000122224	LY9	1
ENSMPUG00000014172	ENSMPUG00000014172.1	ENSMPUT00000014288	ENSMPUT00000014288.1			
ENSMPUG00000014173	ENSMPUG00000014173.1	ENSMPUT00000014289	ENSMPUT00000014289.1	ENSG00000018510	AGPS	1
ENSMPUG00000014174	ENSMPUG00000014174.1	ENSMPUT00000014290	ENSMPUT00000014290.1	ENSG00000122223	CD244	1
ENSMPUG00000014175	ENSMPUG00000014175.1	ENSMPUT00000014291	ENSMPUT00000014291.1	ENSG00000149483	TMEM138	1
ENSMPUG00000014176	ENSMPUG00000014176.1	ENSMPUT00000014292	ENSMPUT00000014292.1	ENSG00000158769	F11R	1
ENSMPUG00000014177	ENSMPUG00000014177.1	ENSMPUT00000014293	ENSMPUT00000014293.1	ENSG00000109066	TMEM104	1
ENSMPUG00000014178	ENSMPUG00000014178.1	ENSMPUT00000014294	ENSMPUT00000014294.1			
ENSMPUG00000014179	ENSMPUG00000014179.1	ENSMPUT00000014295	ENSMPUT00000014295.1	ENSG00000198242	RPL23A	1
ENSMPUG00000014180	ENSMPUG00000014180.1	ENSMPUT00000014296	ENSMPUT00000014296.1	ENSG00000109065	NAT9	1
ENSMPUG00000014181	ENSMPUG00000014181.1	ENSMPUT00000014297	ENSMPUT00000014297.1	ENSG00000158773	USF1	1
ENSMPUG00000014182	ENSMPUG00000014182.1	ENSMPUT00000014298	ENSMPUT00000014298.1	ENSG00000124772	CPNE5	1
ENSMPUG00000014183	ENSMPUG00000014183.1	ENSMPUT00000014299	ENSMPUT00000014299.1	ENSG00000109062	NHERF1	1
ENSMPUG00000014184	ENSMPUG00000014184.1	ENSMPUT00000014300	ENSMPUT00000014300.1	ENSG00000172794	RAB37	1
ENSMPUG00000014185	ENSMPUG00000014185.1	ENSMPUT00000014301	ENSMPUT00000014301.1			
ENSMPUG00000014186	ENSMPUG00000014186.1	ENSMPUT00000014302	ENSMPUT00000014302.1	ENSG00000162144	CYB561A3	1
ENSMPUG00000014187	ENSMPUG00000014187.1	ENSMPUT00000014303	ENSMPUT00000014303.1	ENSG00000186074	CD300LF	0
ENSMPUG00000014188	ENSMPUG00000014188.1	ENSMPUT00000014304	ENSMPUT00000014304.1	ENSG00000255587	RAB44	0
ENSMPUG00000014189	ENSMPUG00000014189.1	ENSMPUT00000014305	ENSMPUT00000014305.1	ENSG00000186407	CD300E	1
ENSMPUG00000014190	ENSMPUG00000014190.1	ENSMPUT00000014306	ENSMPUT00000014306.1			
ENSMPUG00000014191	ENSMPUG00000014191.1	ENSMPUT00000014307	ENSMPUT00000014307.1	ENSG00000109113	RAB34	1
ENSMPUG00000014192	ENSMPUG00000014192.1	ENSMPUT00000014308	ENSMPUT00000014308.1			
ENSMPUG00000014193	ENSMPUG00000014193.1	ENSMPUT00000014309	ENSMPUT00000014309.1	ENSG00000149476	TKFC	1
ENSMPUG00000014194	ENSMPUG00000014194.1	ENSMPUT00000014310	ENSMPUT00000014310.1	ENSG00000158352	SHROOM4	1
ENSMPUG00000014195	ENSMPUG00000014195.1	ENSMPUT00000014311	ENSMPUT00000014311.1	ENSG00000109111	SUPT6H	1
ENSMPUG00000014196	ENSMPUG00000014196.1	ENSMPUT00000014312	ENSMPUT00000014312.1	ENSG00000186074	CD300LF	0
ENSMPUG00000014197	ENSMPUG00000014197.1	ENSMPUT00000014313	ENSMPUT00000014313.1	ENSG00000284690	CD300H	1
ENSMPUG00000014198	ENSMPUG00000014198.1	ENSMPUT00000014314	ENSMPUT00000014314.1	ENSG00000172053	QARS1	1
ENSMPUG00000014199	ENSMPUG00000014199.1	ENSMPUT00000014315	ENSMPUT00000014315.1			
ENSMPUG00000014200	ENSMPUG00000014200.1	ENSMPUT00000014316	ENSMPUT00000014316.1	ENSG00000167986	DDB1	1
ENSMPUG00000014201	ENSMPUG00000014201.1	ENSMPUT00000014317	ENSMPUT00000014317.1	ENSG00000284690	CD300H	0
ENSMPUG00000014202	ENSMPUG00000014202.1	ENSMPUT00000014318	ENSMPUT00000014318.1	ENSG00000130385	BMP15	1
ENSMPUG00000014203	ENSMPUG00000014203.1	ENSMPUT00000014319	ENSMPUT00000014319.1			
ENSMPUG00000014204	ENSMPUG00000014204.1	ENSMPUT00000014320	ENSMPUT00000014320.1	ENSG00000007202	BLTP2	1
ENSMPUG00000014205	ENSMPUG00000014205.1	ENSMPUT00000014321	ENSMPUT00000014321.1	ENSG00000187690	EZHIP	0
ENSMPUG00000014206	ENSMPUG00000014206.1	ENSMPUT00000014322	ENSMPUT00000014322.1	ENSG00000167850	CD300C	0
ENSMPUG00000014207	ENSMPUG00000014207.1	ENSMPUT00000014323	ENSMPUT00000014323.1	ENSG00000196368	NUDT11	1
ENSMPUG00000014208	ENSMPUG00000014208.1	ENSMPUT00000014324	ENSMPUT00000014324.1	ENSG00000104671	DCTN6	0
ENSMPUG00000014209	ENSMPUG00000014209.1	ENSMPUT00000014325	ENSMPUT00000014325.1	ENSG00000167850	CD300C	0
ENSMPUG00000014210	ENSMPUG00000014210.1	ENSMPUT00000014326	ENSMPUT00000014326.1	ENSG00000167524	RSKR	1
ENSMPUG00000014211	ENSMPUG00000014211.1	ENSMPUT00000014327	ENSMPUT00000014327.1	ENSG00000167850	CD300C	0
ENSMPUG00000014212	ENSMPUG00000014212.1	ENSMPUT00000014328	ENSMPUT00000014328.1	ENSG00000186517	ARHGAP30	1
ENSMPUG00000014213	ENSMPUG00000014213.1	ENSMPUT00000014329	ENSMPUT00000014329.1	ENSG00000178789	CD300LB	1
ENSMPUG00000014214	ENSMPUG00000014214.1	ENSMPUT00000014330	ENSMPUT00000014330.1	ENSG00000124762	CDKN1A	1
